Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Age,Intake Date,Outcome Date,Days in Shelter,Intake Type,Outcome Type,Intake Condition
POSIE,DOG,YORKSHIRE TERR/MIX,GRAY/TAN,Female,TOY,2/20/2010,K18-027348,DS91,A368957,8.01,2/20/2018,2/21/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
SHAKA,DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Male,LARGE,3/19/2016,K18-027351,DS71,A339555,1.93,2/20/2018,3/7/2018,15,CONFISCATE,RETURN TO OWNER,TREATABLE/REHAB
NINA,DOG,PIT BULL,BLUE/WHITE,Female,MED,2/20/2016,K18-027324,DS63,A368916,2.00,2/20/2018,2/20/2018,0,CONFISCATE,RETURN TO OWNER,UNKNOWN
,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,2/21/2016,K18-027335,CS06,A368933,2.00,2/20/2018,2/22/2018,2,STRAY,RETURN TO OWNER,HEALTHY
,OTHER,RABBIT SH,WHITE,Female,SMALL,,K18-027342,CA01,A368951,118.22,2/20/2018,2/27/2018,7,OWNER SURRENDER,TRANSFER,HEALTHY
,OTHER,RABBIT SH,WHITE/BLACK,Female,SMALL,,K18-027338,CA01,A368947,118.22,2/20/2018,3/1/2018,9,OWNER SURRENDER,TRANSFER,HEALTHY
,OTHER,RABBIT SH,BROWN,Female,SMALL,,K18-027343,CA01,A368952,118.22,2/20/2018,3/1/2018,9,OWNER SURRENDER,TRANSFER,HEALTHY
,OTHER,RABBIT SH,BLACK/WHITE,Female,SMALL,,K18-027349,CS06,A368958,118.22,2/20/2018,2/27/2018,7,OWNER SURRENDER,TRANSFER,HEALTHY
GIADA,DOG,ROTTWEILER,BLACK/RED,Spayed,LARGE,5/15/2009,K18-027332,DS61,A242913,8.78,2/20/2018,2/20/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,RABBIT SH,WHITE/BLACK,Female,SMALL,,K18-027345,CA01,A368954,118.22,2/20/2018,2/27/2018,7,OWNER SURRENDER,TRANSFER,HEALTHY
*LOUIS,OTHER,RABBIT SH,WHITE/BLACK,Neutered,SMALL,3/9/2017,K18-027344,CA01,A368953,0.95,2/20/2018,3/24/2018,32,OWNER SURRENDER,TRANSFER,HEALTHY
,OTHER,RABBIT SH,BLACK,Female,SMALL,,K18-027339,CS06,A368948,118.22,2/20/2018,2/27/2018,7,OWNER SURRENDER,TRANSFER,HEALTHY
,OTHER,HOTOT,WHITE/BLACK,Female,SMALL,,K18-027350,CS06,A368959,118.22,2/20/2018,3/1/2018,9,OWNER SURRENDER,TRANSFER,HEALTHY
,OTHER,RABBIT SH,BLACK,Female,SMALL,,K18-027340,CA01,A368949,118.22,2/20/2018,2/27/2018,7,OWNER SURRENDER,TRANSFER,HEALTHY
SHEBA II,DOG,MIN PINSCHER,BLACK/TAN,Spayed,TOY,10/25/2008,K18-027333,DS89,A363672,9.33,2/20/2018,2/20/2018,0,OWNER SURRENDER,TRANSFER,HEALTHY
*ROBBY,OTHER,RABBIT SH,WHITE/BLACK,Neutered,SMALL,3/8/2017,K18-027341,CA01,A368950,0.96,2/20/2018,3/9/2018,17,OWNER SURRENDER,TRANSFER,HEALTHY
,CAT,DOMESTIC SH,BLACK,Female,SMALL,,K18-027358,COOLER,A368967,118.22,2/21/2018,2/23/2018,2,QUARANTINE,DISPOSAL,UNKNOWN
BUTTONS,DOG,MALTESE/MIX,WHITE,Neutered,SMALL,1/1/2012,K18-027355,DS51,A368962,6.15,2/21/2018,3/28/2018,35,CONFISCATE,TRANSFER,HEALTHY
MR. WAFFLES,DOG,BLACK/TAN HOUND,BLACK/TAN,Neutered,MED,7/18/2011,K18-027353,DS63,A279649,6.60,2/21/2018,3/1/2018,8,STRAY,TRANSFER,HEALTHY
CLEO,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,8/10/2009,K18-027361,CA02,A368972,8.54,2/21/2018,3/24/2018,31,STRAY,ADOPTION,HEALTHY
KIT TAY,CAT,DOMESTIC LH,BROWN,Neutered,SMALL,3/6/2002,K18-027352,SMM,A368960,15.98,2/21/2018,3/6/2018,13,CONFISCATE,TRANSFER,UNKNOWN
QUINNIN,DOG,BULL TERRIER/BORDER COLLIE,WHITE/BLACK,Neutered,LARGE,8/23/2014,K18-027354,DS67,A322953,3.50,2/21/2018,2/21/2018,0,STRAY,RETURN TO OWNER,HEALTHY
*JEFFEY,DOG,ROTTWEILER/GERM SHEPHERD,BROWN,Neutered,LARGE,2/21/2017,K18-027357,DA40,A368965,1.00,2/21/2018,5/1/2018,69,STRAY,ADOPTION,HEALTHY
RAGNAR,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,8/1/2016,K18-027362,CS05,A368975,1.56,2/21/2018,2/27/2018,6,STRAY,RETURN TO OWNER,HEALTHY
*NORA,DOG,POODLE MIN/MIX,WHITE,Female,SMALL,3/16/2008,K18-027359,DS49,A368969,9.94,2/21/2018,3/16/2018,23,STRAY,TRANSFER,UNKNOWN
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Male,SMALL,2/22/2016,K18-027371,CS05,A369060,2.00,2/22/2018,3/2/2018,8,STRAY,EUTHANIZE,UNTREATABLE
BEAU,OTHER,COCKATIEL,GRAY/YELLOW,Male,MED,3/2/2016,K18-027366,LOBBY,A368998,1.98,2/22/2018,3/2/2018,8,STRAY,ADOPTION,HEALTHY
HUNTER,DOG,LABRADOR RETR,BLACK,Neutered,MED,2/22/2016,K18-027367,TRUCK,A369052,2.00,2/22/2018,2/22/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
BEAR,DOG,PIT BULL/MIX,BLUE,Neutered,MED,2/21/2015,K18-027369,DS91,A334245,3.01,2/22/2018,3/10/2018,16,STRAY,EUTHANIZE,UNTREATABLE
NEWBY,DOG,SHIH TZU,GRAY,Neutered,SMALL,6/19/2016,K18-027368,DS93,A374099,1.68,2/22/2018,2/23/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
PRINCESS,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,2/28/2015,K18-027370,CS05,A319949,2.99,2/22/2018,2/22/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
BOO BOO,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,3/21/2012,K18-027377,DA48,A369102,5.93,2/23/2018,3/21/2018,26,STRAY,ADOPTION,HEALTHY
BULLET,DOG,LABRADOR RETR/MIX,TRICOLOR,Male,MED,2/23/2016,K18-027375,DS68,A360788,2.00,2/23/2018,2/28/2018,5,STRAY,RETURN TO OWNER,HEALTHY
CAPTAIN,DOG,LABRADOR RETR/MIX,WHITE/TAN,Neutered,MED,4/14/2015,K18-027378,DS53,A330350,2.87,2/23/2018,2/24/2018,1,CONFISCATE,RETURN TO OWNER,UNKNOWN
*BUNNY,DOG,PIT BULL,TAN/WHITE,Spayed,LARGE,3/8/2015,K18-027376,DA44,A369097,2.97,2/23/2018,4/21/2018,57,STRAY,ADOPTION,HEALTHY
,OTHER,DUTCH/MIX,BROWN/WHITE,Female,SMALL,,K18-027374,FOSTER,A369091,118.23,2/23/2018,3/2/2018,7,STRAY,TRANSFER,HEALTHY
CARRIE,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,2/24/2016,K18-027384,CA02,A369121,2.00,2/24/2018,5/12/2018,77,STRAY,ADOPTION,TREATABLE/REHAB
*JACK,CAT,DOMESTIC MH,WHITE,Neutered,SMALL,2/24/2015,K18-027382,CA02,A369120,3.00,2/24/2018,3/7/2018,11,STRAY,ADOPTION,HEALTHY
GATINA,CAT,DOMESTIC SH,WHITE/CALICO,Spayed,SMALL,2/24/2016,K18-027385,CS05,A369123,2.00,2/24/2018,2/28/2018,4,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,SMALL,,K18-027381,CS06,A369116,118.23,2/24/2018,2/27/2018,3,STRAY,TRANSFER,UNKNOWN
,CAT,DOMESTIC SH,GRAY,Male,SMALL,,K18-027380,CS06,A369115,118.23,2/24/2018,2/27/2018,3,STRAY,TRANSFER,UNKNOWN
BANDIT,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,3/1/2018,K18-027396,LOBBY,A369141,-0.01,2/24/2018,5/4/2018,69,STRAY,ADOPTION,TREATABLE/REHAB
SMOKEY,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,3/1/2018,K18-027397,LOBBY,A369142,-0.01,2/24/2018,5/4/2018,69,STRAY,ADOPTION,TREATABLE/REHAB
,DOG,CHIHUAHUA LH,TRICOLOR,Male,SMALL,2/25/2006,K18-027389,TX,A369131,12.01,2/25/2018,3/3/2018,6,STRAY,EUTHANIZE,UNKNOWN
VERSHONE,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,LARGE,11/29/2017,K18-027387,DS65,A369129,0.24,2/25/2018,2/27/2018,2,STRAY,RETURN TO OWNER,UNKNOWN
LILLY,DOG,PIT BULL/CATAHOULA,BLACK,Spayed,LARGE,6/25/2017,K18-027388,DS65,A369130,0.67,2/25/2018,2/27/2018,2,STRAY,RETURN TO OWNER,UNKNOWN
CHOP,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,3/22/2016,K18-027390,DA04,A369133,1.93,2/26/2018,6/16/2018,110,CONFISCATE,ADOPTION,TREATABLE/MANAGEABLE
*WILEY,DOG,GERM SHEPHERD/SIBERIAN HUSKY,BROWN/TAN,Neutered,PUPPY,12/5/2017,K18-027391,DA01,A369135,0.23,2/26/2018,3/7/2018,9,STRAY,ADOPTION,HEALTHY
,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,2/27/2010,K18-027393,DI102,A369138,8.01,2/27/2018,3/7/2018,8,STRAY,EUTHANIZE,UNKNOWN
SHELBY,DOG,PIT BULL,BROWN/WHITE,Spayed,MED,11/1/2004,K18-027401,DS60,A369145,13.33,2/27/2018,3/3/2018,4,STRAY,EUTHANIZE,UNKNOWN
CHILLON,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Neutered,SMALL,2/28/2010,K18-027394,DS90,A369139,8.00,2/27/2018,2/28/2018,1,STRAY,RETURN TO OWNER,HEALTHY
AUDI,DOG,LABRADOR RETR,WHITE,Spayed,MED,10/1/2004,K18-027402,DS87,A343094,13.42,2/27/2018,2/28/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
CANELO,DOG,CHIHUAHUA SH/MIX,BROWN,Neutered,SMALL,2/28/2015,K18-027395,DS93,A369140,3.00,2/27/2018,2/28/2018,1,STRAY,RETURN TO OWNER,HEALTHY
GYPSY,DOG,MIN PINSCHER/MIX,BROWN/TAN,Female,SMALL,3/3/2010,K18-027392,DS90,A369137,7.99,2/27/2018,3/21/2018,22,CONFISCATE,RETURN TO OWNER,HEALTHY
SMOKEY,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,MED,6/28/2017,K18-027407,DQ109,A369153,0.67,2/28/2018,3/8/2018,8,QUARANTINE,RETURN TO OWNER,UNKNOWN
,OTHER,ENGLISH SPOT/MIX,WHITE,Unknown,SMALL,2/28/2018,K18-027415,CS06,A369166,0.00,2/28/2018,3/1/2018,1,STRAY,TRANSFER,TREATABLE/REHAB
PERCY,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,9/29/2013,K18-027421,DA34,A369173,4.42,2/28/2018,4/5/2018,36,STRAY,ADOPTION,HEALTHY
DRACO,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,3/9/2013,K18-027410,DA37,A369160,4.98,2/28/2018,4/4/2018,35,STRAY,ADOPTION,TREATABLE/REHAB
,OTHER,ENGLISH SPOT/MIX,BLACK,Unknown,SMALL,2/28/2018,K18-027413,CS06,A369164,0.00,2/28/2018,3/1/2018,1,STRAY,TRANSFER,TREATABLE/REHAB
,OTHER,ENGLISH SPOT/MIX,BLACK,Unknown,SMALL,2/28/2018,K18-027412,CS06,A369163,0.00,2/28/2018,3/1/2018,1,STRAY,TRANSFER,TREATABLE/REHAB
MJ,DOG,LABRADOR RETR/MIX,BLACK,Spayed,MED,3/1/2008,K18-027422,DS65,A369174,10.00,2/28/2018,3/1/2018,1,CONFISCATE,RETURN TO OWNER,UNKNOWN
,OTHER,ENGLISH SPOT/MIX,WHITE,Unknown,SMALL,2/28/2018,K18-027416,CS06,A369167,0.00,2/28/2018,3/1/2018,1,STRAY,TRANSFER,TREATABLE/REHAB
*DIXIE CHICK,OTHER,CHICKEN,TAN,Female,SMALL,2/28/2016,K18-027420,LS01,A369171,2.00,2/28/2018,3/16/2018,16,STRAY,ADOPTION,HEALTHY
,OTHER,ENGLISH SPOT/MIX,BLACK,Unknown,SMALL,2/28/2018,K18-027414,CS06,A369165,0.00,2/28/2018,3/1/2018,1,STRAY,TRANSFER,TREATABLE/REHAB
*SAVANNAH,DOG,PIT BULL,BL BRINDLE/WHITE,Spayed,SMALL,2/28/2012,K18-027419,DA01,A369170,6.01,2/28/2018,4/13/2018,44,STRAY,ADOPTION,TREATABLE/MANAGEABLE
,OTHER,ENGLISH SPOT/MIX,WHITE,Unknown,SMALL,2/28/2018,K18-027418,CS06,A369169,0.00,2/28/2018,3/1/2018,1,STRAY,TRANSFER,TREATABLE/REHAB
THOR,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,2/28/2013,K18-027408,DA26,A362295,5.00,2/28/2018,2/28/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,ENGLISH SPOT/MIX,BLACK,Unknown,SMALL,2/28/2018,K18-027411,CS06,A369162,0.00,2/28/2018,3/1/2018,1,STRAY,TRANSFER,TREATABLE/REHAB
,OTHER,ENGLISH SPOT/MIX,WHITE,Unknown,SMALL,2/28/2018,K18-027417,CS06,A369168,0.00,2/28/2018,3/1/2018,1,STRAY,TRANSFER,TREATABLE/REHAB
*DUNDEE,DOG,MALTESE,CREAM,Male,SMALL,3/1/2015,K18-027429,DS94,A369183,3.00,3/1/2018,4/6/2018,36,STRAY,TRANSFER,HEALTHY
CHANCE,DOG,PIT BULL,BL BRINDLE/WHITE,Neutered,LARGE,12/5/2015,K18-027423,DS86,A353211,2.24,3/1/2018,3/6/2018,5,CONFISCATE,RETURN TO OWNER,UNKNOWN
REX,DOG,GERM SHEPHERD,BLACK/TAN,Male,MED,3/8/2017,K18-027426,DQ117,A367994,0.98,3/1/2018,3/10/2018,9,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
ELSA,DOG,MALTESE,WHITE,Female,SMALL,1/1/2015,K18-027428,DS92,A369182,3.16,3/1/2018,3/1/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
CHICO,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,2/2/2011,K18-027430,DA48,A367882,7.08,3/1/2018,3/2/2018,1,ADOPTION RETURN,ADOPTION,UNKNOWN
PEANUT,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,8/16/2011,K18-027427,DS93,A271687,6.55,3/1/2018,3/1/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
*NANCY,DOG,PIT BULL,BR BRINDLE,Spayed,MED,3/2/2015,K18-027431,DA34,A369191,3.00,3/2/2018,7/28/2018,148,STRAY,ADOPTION,HEALTHY
TURBO,OTHER,LOP-MINI,WHITE/TAN,Male,SMALL,3/6/2013,K18-027433,CS06,A369194,4.99,3/2/2018,3/6/2018,4,STRAY,RETURN TO OWNER,UNKNOWN
CHARLIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,3/3/2003,K18-027440,CS05,A369204,15.01,3/2/2018,3/3/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
CHULA,DOG,ENG BULLDOG/PIT BULL,BR BRINDLE/WHITE,Female,LARGE,3/3/2015,K18-027437,DS65,A369199,3.00,3/2/2018,3/3/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
KIMMIE,DOG,ROTTWEILER,BLACK/TAN,Spayed,MED,8/4/2013,K18-027436,CS04,A340563,4.58,3/2/2018,3/20/2018,18,STRAY,TRANSFER,UNKNOWN
ROCKY,DOG,GERM SHEPHERD,TAN/BLACK,Male,MED,3/8/2017,K18-027434,DQ118,A367995,0.98,3/2/2018,3/10/2018,8,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
ANIKA,DOG,SIBERIAN HUSKY/MIX,BLACK/WHITE,Spayed,MED,5/11/2014,K18-027435,TRUCK,A331225,3.81,3/2/2018,3/2/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
POOKIE,DOG,GERM SHEPHERD,BROWN/GRAY,Female,LARGE,,K18-027444,TRUCK,A369222,118.25,3/3/2018,3/3/2018,0,CONFISCATE,RETURN TO OWNER,UNKNOWN
KILLIAN,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,7/10/2017,K18-027442,CA02,A369216,0.65,3/3/2018,3/13/2018,10,STRAY,ADOPTION,HEALTHY
,DOG,CATAHOULA,BLUE MERLE,Male,MED,3/13/2014,K18-027447,DS63,A369236,3.98,3/5/2018,4/6/2018,32,STRAY,TRANSFER,HEALTHY
SAM,DOG,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,1/17/2008,K18-027446,DS78,A301722,10.14,3/5/2018,3/6/2018,1,STRAY,RETURN TO OWNER,HEALTHY
PAUL,DOG,PIT BULL,WHITE/BLACK,Male,LARGE,9/6/2014,K18-027448,DS66,A369238,3.50,3/5/2018,3/6/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
HAPPY,DOG,CHIHUAHUA SH,BROWN,Male,TOY,,K18-027470,DQ107,A369274,118.26,3/6/2018,3/16/2018,10,STRAY,EUTHANIZE,UNTREATABLE
,DOG,PIT BULL,BLUE,Male,MED,,K18-027450,DI098,A369249,118.26,3/6/2018,3/14/2018,8,STRAY,EUTHANIZE,UNKNOWN
GEORGIA,DOG,GOLDEN RETR/LABRADOR RETR,YELLOW,Spayed,MED,,K18-027453,DS82,A369253,118.26,3/6/2018,3/6/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
*JOHNNY,CAT,DOMESTIC LH,BRN TABBY/WHITE,Neutered,LARGE,3/10/2016,K18-027471,CA02,A369278,1.99,3/6/2018,3/13/2018,7,STRAY,ADOPTION,HEALTHY
ROOTBEER,DOG,CHIHUAHUA SH,TAN,Male,SMALL,3/7/2014,K18-027452,DI102,A369251,4.00,3/6/2018,3/9/2018,3,STRAY,RETURN TO OWNER,UNKNOWN
*MONKEY,DOG,MALTESE/MIX,WHITE,Female,TOY,,K18-027451,CA03,A369246,118.26,3/6/2018,3/14/2018,8,STRAY,TRANSFER,TREATABLE/MANAGEABLE
TILLY,DOG,MASTIFF/MIX,BR BRINDLE,Spayed,LARGE,3/14/2016,K18-027449,DA16,A369244,1.98,3/6/2018,3/16/2018,10,STRAY,ADOPTION,HEALTHY
*SCARLETT,DOG,SCHNAUZER STAND/MIX,BLACK,Spayed,MED,8/5/2016,K18-027455,DA44,A352243,1.58,3/6/2018,3/27/2018,21,OWNER SURRENDER,ADOPTION,UNKNOWN
BERNIE,DOG,BOUV FLANDRES,BLACK,Neutered,LARGE,1/6/2017,K18-027454,TRUCK,A369255,1.16,3/6/2018,3/6/2018,0,STRAY,RETURN TO OWNER,HEALTHY
PUP,DOG,RHOD RIDGEBACK/MIX,BROWN,Neutered,LARGE,8/9/2013,K18-027473,TRUCK,A329856,4.58,3/7/2018,3/7/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
MONICA,CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,3/7/2014,K18-027476,WESTFARM,A369287,4.00,3/7/2018,3/25/2018,18,CONFISCATE,ADOPTION,HEALTHY
OSO,DOG,LABRADOR RETR/MIX,BLACK,Male,LARGE,,K18-027485,DQ111,A366571,118.27,3/8/2018,3/17/2018,9,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
*DUNDEE,DOG,MALTESE,CREAM,Male,SMALL,3/1/2015,K18-027812,DS94,A369183,3.02,3/8/2018,4/14/2018,37,ADOPTION RETURN,EUTHANIZE,HEALTHY
TAKEIMI,DOG,AKITA/LABRADOR RETR,WHITE/BLACK,Spayed,X-LRG,4/23/2012,K18-027489,DS85,A369305,5.88,3/8/2018,3/30/2018,22,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,,K18-027487,DS82,A369304,118.27,3/8/2018,3/17/2018,9,STRAY,EUTHANIZE,UNTREATABLE
*JOAN,OTHER,PARAKEET,BLUE/YELLOW,Female,SMALL,,K18-027480,CI01,A369294,118.27,3/8/2018,3/16/2018,8,STRAY,ADOPTION,UNKNOWN
PONCHA,DOG,CAIRN TERRIER/MIX,WHITE/TAN,Spayed,SMALL,3/10/2011,K18-027486,DA44,A261976,7.00,3/8/2018,4/6/2018,29,STRAY,TRANSFER,HEALTHY
FENTON,DOG,AKITA/LABRADOR RETR,TRICOLOR,Neutered,X-LRG,12/16/2013,K18-027488,DA07,A314702,4.23,3/8/2018,4/14/2018,37,OWNER SURRENDER,ADOPTION,HEALTHY
*HUDSON,DOG,PIT BULL/MIX,BLUE/WHITE,Neutered,MED,3/8/2017,K18-027478,DA08,A369290,1.00,3/8/2018,5/5/2018,58,STRAY,ADOPTION,HEALTHY
*OSCAR,DOG,PARSON RUSS TER/MIX,BLACK/BROWN,Neutered,SMALL,9/8/2016,K18-027477,DA02,A369288,1.50,3/8/2018,3/22/2018,14,STRAY,ADOPTION,HEALTHY
CAMERON,CAT,HIMALAYAN,GRAY/WHITE,Neutered,SMALL,5/31/2004,K18-027481,CI01,A353424,13.78,3/8/2018,3/21/2018,13,STRAY,EUTHANIZE,UNKNOWN
HONEY GIRL,DOG,CHINESE SHARPEI/PIT BULL,BROWN/WHITE,Spayed,MED,3/9/2012,K18-027484,DS59,A369299,6.00,3/8/2018,3/9/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,,K18-027494,EUTH,A369312,118.27,3/9/2018,3/9/2018,0,STRAY,DIED,UNKNOWN
,CAT,DOMESTIC SH,WHITE/TAN,Female,SMALL,,K18-027490,EUTH,A369308,118.27,3/9/2018,3/9/2018,0,QUARANTINE,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,,K18-027493,EUTH,A369311,118.27,3/9/2018,3/9/2018,0,STRAY,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,WHITE,Unknown,KITTN,,K18-027492,EUTH,A369310,118.27,3/9/2018,3/9/2018,0,STRAY,EUTHANIZE,UNTREATABLE
*DANIEL,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,4/21/2017,K18-027496,CA02,A368890,0.88,3/9/2018,3/13/2018,4,ADOPTION RETURN,ADOPTION,UNKNOWN
SOFIA,DOG,CHIHUAHUA SH/MIX,TAN,Spayed,SMALL,8/20/2017,K18-027497,DA47,A369319,0.55,3/9/2018,3/27/2018,18,STRAY,ADOPTION,HEALTHY
TUBBS,DOG,CAIRN TERRIER/SKYE TERRIER,BLACK/GRAY,Neutered,SMALL,10/21/2011,K18-027495,MOBILE,A362583,6.39,3/9/2018,3/17/2018,8,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,3/8/2018,K18-027508,RECEIVING,A369335,0.01,3/10/2018,3/10/2018,0,STRAY,DIED,UNKNOWN
CODY,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,MED,8/6/2015,K18-027500,TRUCK,A369325,2.59,3/10/2018,3/10/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
*ROMEO,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,SMALL,3/10/2016,K18-027502,CA02,A369327,2.00,3/10/2018,3/31/2018,21,STRAY,ADOPTION,HEALTHY
RED,DOG,ENG COONHOUND,RED/WHITE,Male,MED,3/10/2017,K18-027503,DS68,A369328,1.00,3/10/2018,3/13/2018,3,STRAY,RETURN TO OWNER,HEALTHY
TIGER,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,3/10/2012,K18-027501,CS05,A369326,6.00,3/10/2018,3/22/2018,12,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,ORG TABBY/WHITE,Unknown,KITTN,3/10/2018,K18-027507,RECEIVING,A369334,0.00,3/10/2018,3/10/2018,0,STRAY,TRANSFER,UNKNOWN
DOSER,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,MED,5/3/2017,K18-027505,DS66,A369333,0.85,3/10/2018,3/13/2018,3,STRAY,RETURN TO OWNER,HEALTHY
TUCKER,DOG,AUST CATTLE DOG/MIX,RED/WHITE,Neutered,MED,3/10/2017,K18-027504,RECEIVING,A369330,1.00,3/10/2018,6/26/2018,108,STRAY,ADOPTION,TREATABLE/REHAB
MONKEY BEAR,DOG,AUST SHEPHERD,BROWN/WHITE,Neutered,MED,9/13/2008,K18-027499,TRUCK,A282075,9.49,3/10/2018,3/10/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
*OLIVER,DOG,PIT BULL/MIX,TAN/WHITE,Neutered,PUPPY,10/8/2016,K18-027498,TRUCK,A345634,1.42,3/10/2018,3/10/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
*QUINCY,DOG,PIT BULL,FAWN/WHITE,Neutered,MED,4/2/2015,K18-027510,DA41,A369340,2.94,3/11/2018,6/20/2018,101,STRAY,ADOPTION,HEALTHY
HAZLE,DOG,SIBERIAN HUSKY,TAN/WHITE,Male,MED,,K18-027512,DS88,A341732,118.27,3/11/2018,3/13/2018,2,STRAY,RETURN TO OWNER,UNKNOWN
MOOSE,DOG,MAREMMA SHEEPDG,WHITE,Neutered,LARGE,12/2/2014,K18-027511,DS59,A355999,3.27,3/11/2018,3/14/2018,3,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027528,YARD,A369364,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027519,YARD,A369355,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027521,YARD,A369357,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027524,YARD,A369360,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027520,YARD,A369356,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE/BROWN,Male,LARGE,,K18-027529,YARD,A369365,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027522,YARD,A369358,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
PEE WEE,DOG,CHIHUAHUA SH,WHITE/TAN,Neutered,TOY,3/12/2008,K18-027516,DA48,A369348,10.01,3/12/2018,5/5/2018,54,STRAY,ADOPTION,HEALTHY
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027525,YARD,A369361,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027523,YARD,A369359,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
